schema_version,timestamp,run_id,seed,plotfile,t_s,t_ttdyn,rho_c_ic,window_valid,window_x2pct_ttdyn,t_field_relax_ttdyn,r_star_cm,m_mag_1.2R_G_cm3,m_mag_1.5R_G_cm3,m_mag_2.0R_G_cm3,b_pole_implied_1.2R_G,ratio_1.2R_over_1.5R,ratio_1.5R_over_2.0R,r_independent,caveat
1,2026-07-29T02:11:36.497227+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00000,0.0,0.0,988393849.5,False,0.0335544661873671,0.4,224523963.6454235,0.0,0.0,0.0,,,,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:36.911055+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00010,0.0006636326279029,0.0024061554973115,988393849.5,False,0.0335544661873671,0.4,225066744.8492913,7.792536949351448e+24,236217294113.5858,3132032727.548096,1.3670200254926177,32988850281234.63,75.41980389793305,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:37.351641+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00020,0.0023849247528025,0.0086471031762916,988393849.5,False,0.0335544661873671,0.4,225066744.8492913,2.039310163414884e+26,496023966999705.8,217107321691.0768,35.77497097156258,411131376524.0085,2284.694791203316,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:37.799291+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00030,0.0068495132233903,0.0248345141625248,988393849.5,False,0.0335544661873671,0.4,225066744.8492913,8.046529137362454e+27,1.8060189434743216e+17,642022061047.6608,1411.5770689287258,44553957567.48252,281301.69554099656,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:38.283026+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00040,0.018429505906427,0.0668204893566069,988393849.5,False,0.0335544661873671,0.4,224829600.5156389,1.1809378601538612e+29,2.990162398121062e+20,13568857496339.094,20782.441910817663,394941044.30446017,22036950.41331088,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:38.657097+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00050,0.0484650246160665,0.1757212959462035,988393849.5,False,0.0335544661873671,0.4,224829600.5156389,3.817709362100027e+29,7.304534705959177e+22,628064275217682.5,67185.01093689333,5226492.193931898,116302343.47316568,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:39.034266+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00060,0.122723848168398,0.444964050147351,988393849.5,False,0.0335544661873671,0.4,232632713.5531252,2.5293176524770907e+30,5.287738387622428e+24,3067919236050998.0,401810.249822327,478336.3826012523,1723558536.1851847,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:39.438425+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00070,0.216828359242925,0.7861619917845847,988393849.5,False,0.0335544661873671,0.4,237943100.50092712,4.009923281862788e+30,1.8239879715946488e+25,5368544186075673.0,595314.8422566847,219843.73495385773,3397546724.72568,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:39.934086+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00080,0.312421235558885,1.132756350139601,988393849.5,False,0.0335544661873671,0.4,238767849.11116424,3.1578292977402545e+30,6.955549919015439e+25,4.95829464865538e+17,463971.28579123976,45400.13851539213,140281092.83303055,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:40.322978+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00090,0.408543323072837,1.4812694876199155,988393849.5,False,0.0335544661873671,0.4,239238013.46537623,8.615604536618737e+30,4.850436094745496e+26,1.8332173126273712e+19,1258418.7754460145,17762.53592115577,26458598.55967561,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:40.696901+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00100,0.504873944801519,1.8305387147288192,988393849.5,False,0.0335544661873671,0.4,239765991.4728616,1.6076526229064906e+31,2.574283133314927e+27,2.3715397319436163e+20,2332703.0720891785,6245.049746475642,10854901.980516898,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:41.074481+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00110,0.601400879553161,2.180519720673676,988393849.5,False,0.0335544661873671,0.4,240261961.2610984,1.5412395170054245e+31,5.058605762212651e+27,1.5592156090790925e+21,2222516.928743908,3046.767408755888,3244327.296851765,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:41.584298+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00120,0.698057746702858,2.53097182695434,988393849.5,False,0.0335544661873671,0.4,240888906.1431861,7.032661198378869e+30,6.386225711306833e+27,6.219004301642862e+21,1006234.7063806882,1101.2234011597052,1026888.7753655028,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:41.959543+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00130,0.794856349595344,2.8819378293611724,988393849.5,False,0.0335544661873671,0.4,241537093.7020993,2.5312107181199192e+30,7.481854085741819e+27,1.843902073104248e+22,359258.28091867873,338.3132962915772,405762.0084534077,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
1,2026-07-29T02:11:42.346284+00:00,seed42ext,42,/home/rafael/wd-magnetizada/castro/Exec/science/wd_braithwaite/plt_seed42ext00140,0.891884573822369,3.233736377687494,988393849.5,False,0.0335544661873671,0.4,242035593.42785496,2.525779921450367e+30,8.832781221408726e+27,4.376944090839795e+22,356277.00259095035,285.95522272514006,201802.4685280821,False,"Measured with the background star already OUTSIDE its validity window (t/t_dyn > X_2pct). Real, non-noise field (verified: absolute B_r on the sampling shell is structured and well above the numerical floor, and exterior |B| never exceeds interior |B| at any tested radius -- see session notes). NOT a measurement of the relaxed field's true exterior structure: m(r) is not r-independent and was still growing at the largest radius tested. Tool limitation (Castro's MHD path has no well-balancing, docs/teoria.md Sec 6.8), not evidence against a physical exterior dipole."
